Reviewer,Review,Rating,Expense,Type
Suhas Dhere,"Rating 4.4,We visited for lunch,we orderedveg.pulao,non. veg biriani,chicken dish,quality was very good,service was very good,atmosphere was very good.",4 stars,moderate,Mughlai restaurant
arshad ansari,"Nice ambience , decent food and slow service.mutton dum biryani was not that good as I expected but I have not tried other recipes.In Ramadan they will serve firni and haleem etc.",4 stars,moderate,Mughlai restaurant
Nitin Mane,"Best place to have chicken dishes.
Chicken murg musallam is must try.
For veggies try paneer tikka.",4 stars,moderate,Mughlai restaurant
Ganesh Pawar,"Food we order was mughlai chicken
It taste was great, good quality.",5 stars,moderate,Mughlai restaurant
Ameya Tawade,"If you stay in navi mumbai or you are visiting Navi Mumbai and you want the best mughlai then ahmed bhai is the place you must visit in Nerul.
We got a heartly welcome from the staff, they were polite and friendly, the …",5 stars,moderate,Mughlai restaurant
Akshay M,It is really an amazing restaurant for family and friends... I love the place..,4 stars,moderate,Mughlai restaurant
VLA,"Very rude people. I was just 10 minutes away & hungry so requested them to take order as tandoori items take lot of time they flatly refused to take my order.
Wonder how someone will get take away if they have to order only after coming to the restaurant.",1 star,moderate,Mughlai restaurant
Maaz Bukhari,Amazing food if you have not gone I will happy to say u to visit once I guarantee you will like to visit again but definitely we enjoyed a lot and the price is also normal,5 stars,moderate,Mughlai restaurant
simran siddiqui,I have ordered the kofta but it was too much spicy..,2 stars,moderate,Mughlai restaurant
Sara Quraishi,"Utterly Disappointing experience.

Food served was stale, reheated and served. I could get better quality if I had …",1 star,moderate,Mughlai restaurant
Alfiya Shaikh,"Service very slow, food not at all good hence not recommending, atmosphere was OK",1 star,moderate,Mughlai restaurant
Heena Anjum Imran,Good place to visit who loves nonveg price is bit high but place to visit wid ur family and friends. Its open till late night around 1am.,3 stars,moderate,Mughlai restaurant
Azhar Khan,This is one of a best place in Navi Mumbai to eat Non Veg Along with the family. …,3 stars,moderate,Mughlai restaurant
Neetesh Mandal,"Taste is good

Waiter said that Chicken Teekha Tandoori is very very spice and it will take 35 …",2 stars,moderate,Mughlai restaurant
Rishiraj Desai,"Did not expect such bad food from this restaurant. The biryani was literal cold when it arrived at the table. The starter was tasteless soggy old chicken. just read other reviews before visiting, there is no chicken just bones in everything",1 star,moderate,Mughlai restaurant
Vinod Sable,Very nice place for eateries.  But service is average.  Food is awesome.,5 stars,moderate,Mughlai restaurant
Sneha Shaikh,"Perfect place for a delicious Mughlai cuisine.
Their rumali roti and butter naan is super soft and yummm. Must try if u are in vicinity.",5 stars,moderate,Mughlai restaurant
Saba Ali Khan,"We ordered biryani from here and every one in our family got stomach ache……
the business is just running on its brand name … worst biryani ever …..",1 star,moderate,Mughlai restaurant
Ahmad Zeeshan,Very good restaurant for non veg lovers...,5 stars,moderate,Mughlai restaurant
Sadashiv patil,"Good non vegitarian food.
Nice compartment  setting arrangement.",4 stars,moderate,Mughlai restaurant
Pranav Nandgaonkar,Amazing place for non-veg lovers.Butter chicken here is a must have.Interior is also decorated very nicely.,5 stars,moderate,Mughlai restaurant
Malik Adtani,"Food is good. Ambience is Ok.
Long waiting during peak time. They don't get you seated by queue or first come first serve basis. They will make you wait and allow their regular customers or …",2 stars,moderate,Mughlai restaurant
pawan thakre,"Everything is OK,Need to serve water free. i don't ask for purified water, but they served me.",2 stars,moderate,Mughlai restaurant
iven willson,Earlier the food use to be very good.. now it's disgusting.,2 stars,moderate,Mughlai restaurant
Akanksha Sawant,Food is too delicious and ambience is asthetic with good sitting arrangements.,5 stars,moderate,Mughlai restaurant
Ezhil Evangelin,This hotel is very good for chicken varieties. Awesome taste.,5 stars,moderate,Mughlai restaurant
asad m,"I had an amazing experience, Delicious food, i like ambience, sevice is good, must try",5 stars,moderate,Mughlai restaurant
vikram more,"Wonderful Time At Hotel ..
Waiting Time : 15 Mins.
We ordered Kebabs , Chicken Wings , Murg Musallam .. …",5 stars,moderate,Mughlai restaurant
fahila sarang,"This place has amped up and is much better now. The coriander chicken and rogan josh is amazing. Tiranga starter was a bit undercooked. The tandoori roti had no butter. Shortage of staff leads to a delay in bringing food. Also, desserts …",4 stars,moderate,Mughlai restaurant
Arnika Shinde,"Food and ambience is amazing. Always crowded for dinner, you have to wait for 20-60 mins.",5 stars,moderate,Mughlai restaurant
Sahil K,"Have been visiting them since 2013 during my college days.
The food is fantastic and the ambience is also good.",5 stars,moderate,Mughlai restaurant
Minhaj Khan,Cannot rate 2 as food was still good - although mutton barra was served cold and I had to escalate to get what I was paying for,3 stars,moderate,Mughlai restaurant
Anup Nair,Butter Chicken and Rumali roti recommended for sure.,5 stars,moderate,Mughlai restaurant
Sandeep Kumar,Amazing mughlai cuisine restaurant good service nice place for family,5 stars,moderate,Mughlai restaurant
Sandarsh Nigam,"The food is great here. Oil content in the food is neither too high nor too less unlike the other restaurants with the Shahi Menu. Desserts are prepared to perfection. Only problem is the service and the unhygienic ambience, it doesn't feel fresh and welcoming. They should really improve on that. Considering taste, it's simply amazing.",4 stars,moderate,Mughlai restaurant
Adil Pansare,I visited many times but last time had a very bad experience. The waiter was talking rudely. We asked for tandoori roti he said 10 min lagega. I asked him politely 10 mins for tandoori roti he said ha bazu se banake late hai .  Is this the …,5 stars,moderate,Mughlai restaurant
Amit Phadtare,Very bad service. Rumali roti was not fresh.very delay in service. Gravy dishesh are below average. Waiters are less cooperative. Starters was quit good.,1 star,moderate,Mughlai restaurant
kalpesh ambolkar,If you want to satisfy ur testebuds guyz must visit this place ...,4 stars,moderate,Mughlai restaurant
Sanj ..,"Very good non-veg restaurant

Although, the place is small, the food here is amazing. Service generally takes …",5 stars,moderate,Mughlai restaurant
Arbaz sayyed,"Ordered following items :

1. Chicken Banjara - 4 stars …",4 stars,moderate,Mughlai restaurant
Hardik Gajara,Amazing biryani and delicious non-veg food with good service and ambience.,5 stars,moderate,Mughlai restaurant
Aryan Sable,"Very overpriced as compared to the quantity they provide.
And not very tasty ..",1 star,moderate,Mughlai restaurant
Sachin Itty,"Food: cooked well and tasty.
Food packaging: good. Though time taken for food preparation was longer than usual. …",4 stars,moderate,Mughlai restaurant
Kumar Saurabh,"Quality is degrading day by day. Yesterday I ordered one of its most famous dish Murg Mussalam, but was served raw chicken and the taste was a little bit funny. When we raised the issue, the feedback was not taken we'll be the waiters. …",1 star,moderate,Mughlai restaurant
Abhishek Jaiswal,"Food is good, however, I would suggest that better to stick with the regular cuisine as the dishes which we tried due to uniqueness, were not at all good.
Wait time on weekends is high and service is also average. The ambience and …",3 stars,moderate,Mughlai restaurant
PRACHI SALVI,"This is a nice place to enjoy Non-veg food stuffs. They give us plenty of options to choose from; be it starters or the main course. We had ordered chicken lollipop, kabab and Kepsa Rice. All of it was damn tasty. Adding to the taste was the dip served by them. Good place to visit with your family and friends.",4 stars,moderate,Mughlai restaurant
Samir Palande,"Nice ambience and very good taste.....
Paradise for nonveg lovers",5 stars,moderate,Mughlai restaurant
Hisham Shaikh,Don't go this bad restaurant food also not tasty and staff all duffer if u visit for eat then u wait always out of hotel in the road for long time like u bhikari,1 star,moderate,Mughlai restaurant
Priyanshi Choudhary,Today I went with my friends circle this place is good for non-veg lovers. The food quality is good and it's taste is too good. Food presentation is good as well and best part is that you can get a privicy here while you enjoy your food …,5 stars,moderate,Mughlai restaurant
Dipali Joshi,"Best Mughlai, Chinese food
Baida roti is my fav starter..their rumali rotis are awesome try any kind of Mughlai gravy they have a variety of mouth watering recipies don't forget to try their 'Qunifa' in deasert..you won't regret. Approx 2000 for 4 people.",5 stars,moderate,Mughlai restaurant
Jay Patel,A traditional hotel with amazing set up which occupies customers with two different ways of dining! I've tried both by far and I can opt to dine at low tables anyday over the regular table. There is a leather mattress to sit on and table …,5 stars,moderate,Mughlai restaurant
Avdhoot Ambavle,The worst ever customer eccentric attitude and food quality. It seems that the name has just grown attracting customers. The taste of even basic dishes is pathetic. You can find the taste of same food menus at nearby small stalls way better. Totally hands down,1 star,moderate,Mughlai restaurant
Satya Narayana,"If you stay in navi mumbai or you are visiting Navi Mumbai and you want the best mughlai then ahmed bhai is the place you must visit in Nerul.
We got a heartly welcome from the staff, they were polite and friendly, the …",5 stars,moderate,Mughlai restaurant
sumit soni,"Food too badd. If you wanna enjoy ur day/evening never visit this place. Service not good if you call the waiter he will take 10 mins to respond. I took peshwari chicken and chicken kabab , peshwari chicken was like old food served with just heating it.",1 star,moderate,Mughlai restaurant
