Reviewer,Review,Rating,Expense,Type
Asil Kewal,"Excellent service from captain Nilesh Patil, Saukat Ahmed and Biswajit. Also hat's off to chief chef. Today's Food experience was very good. Please get back mutton seegh on menu.",5 stars,expensive,Barbecue restaurant
S V Nayak,"Excellent food, excellent service with fine atmosphere.",5 stars,expensive,Barbecue restaurant
Sunny Joy,"Even though it was a bit crowded, was great. Had till we were full (burp..burp..burp..BURRRRP) 😋 …",4 stars,expensive,Barbecue restaurant
Sofia Siddiqui,"Just visited for Sunday family Lunch. Loved the hospitality 🙂
Dipak was very courteous. All staff were polite and very caring. Thank you for lovely lunch. Starters are amazing. For main course even non vegetarians must try Veg Main course. Kudos BBQ Nation …",5 stars,expensive,Barbecue restaurant
PRACHI LIKHE,Enjoyed my mom's birthday at BN. Awesome Veg & Nonveg food. Very good service staff. We cud enjoy our meal as we were helped by the staff to get it on our table. Thanku for delicious food😃👍 …,5 stars,expensive,Barbecue restaurant
Yogesh Pawar,Very butter naan poor quality,1 star,expensive,Barbecue restaurant
Mainak Karmakar,Awesome place for Non Veg Lovers,5 stars,expensive,Barbecue restaurant
Anisha Jagtap,"Second visit to Barbeque Nerul branch with my family.. Lovely ambience with freshly made food! Kudos to the Chef, we loved all the items! especially prawns and chicken. In drinks,pinacolda,was way too sweet( which is neglectable i guess).. …",5 stars,expensive,Barbecue restaurant
jyoti gautam,We reached at the closing time for lunch. But the staff was kind to accommodate us and served us wholeheartedly till we had our hearts full.  Very very polite staff very very good chef very good service.,5 stars,expensive,Barbecue restaurant
Ashish Shakya,Great food with a really good service and staff.Highly recommended,5 stars,expensive,Barbecue restaurant
Umang,"Nilesh and alam, both of them have helped make this a wonderful experience. It would be a good day if your service is conducted by them.",5 stars,expensive,Barbecue restaurant
Tanish Gupta,"Delicious food 😋 and wonderful ambience.
Quick serving staff👨‍🍳
Time to renew veg starters. …",5 stars,expensive,Barbecue restaurant
zayed ansari,"Dipak from bbq nation Nerul was very professional, provided the best service and made sure all of us get what we want. Even the managers and other staff were good. But again the special shoutout is for Dipak. I wanted to tip him but he …",5 stars,expensive,Barbecue restaurant
Aditya Singh,Good food. Our table incharge Suraj suggested good options. Overall a routine excellent experience at Barbeque nation.,5 stars,expensive,Barbecue restaurant
Sukanya Joshi,"Amazing food and great hospitality by Nitin Patil and the rest. It was our first time and we loved it. Great options in both veg and non-veg. Our starter favourites were the grilled fish, aloo and mushroom and in dessert we loved the …",5 stars,expensive,Barbecue restaurant
Jafar Kalsekar,It's best place to eat starters,5 stars,expensive,Barbecue restaurant
muskan kalati,It was a great experience here. The ambience was very good too. The staff was very helpful specially Mr Biswajeet who took care of everything and hosted us really well.,5 stars,expensive,Barbecue restaurant
Kamaljeet Singh,"Too much delay in service
Even they don’t remember our orders
They are delivering order even after 40-45 mins after asking them for atleast …",2 stars,expensive,Barbecue restaurant
vipul katare,"Good for family dinner.
The Staff specially Mr.Kamalakar was very much taking care of customers.
Had a wonderful experience.",4 stars,expensive,Barbecue restaurant
Vishal Mane,"I  Visited Barbeque Nation for my friend Birthday party after having the lunch the way these people did a small celebration was awesome.
Specially ""Nilesh"" the person who serve in Barbeque nation was really good and …",5 stars,expensive,Barbecue restaurant
Shaily Dhillon,"Mr Kamlakar and Mr Ali are humble person and gave us such wonderful and memorable experience at Nerul Barbeque.Much appreciate.3 cheers for your services. We shall surely visit this place again..
From your Happy customer",5 stars,expensive,Barbecue restaurant
Piyush Bedekar,"Amazing place Too many options to eat And you Can eat as much As you Want Till you Are full Only For Rupees Approx. 700 + Tax per person. (note* Some things you have to pay extra, Like Drinks)",5 stars,expensive,Barbecue restaurant
Akshay Madhavi,"Good food, nice staff, excellent sevice",5 stars,expensive,Barbecue restaurant
Anil kumar,"Superb place.. my sweet sweet moments are there.. veg starter are awesome.. my favourite mashroom starter .. superb food, superb management..",5 stars,expensive,Barbecue restaurant
Tanvi Raul,"The food was okay
Not enough space",3 stars,expensive,Barbecue restaurant
nihal chirayath,"Good food , nice ambience but a little bit on expensive side",4 stars,expensive,Barbecue restaurant
Punit Vaghani,Really nice experience and very good staff and service,5 stars,expensive,Barbecue restaurant
ajit junghare,"I've been to this place, 4 years apart. It has degraded in quality.  Not good service, I had to pursue waiter for starters. All repeated boring starters, for veg they keep on bringing pineapples, mashroom , there's no variety..it's just …",2 stars,expensive,Barbecue restaurant
Takhaiyul Khan,It's a amazing place to have Lunch or Dinner even with Family or to Celebrate a special day.,4 stars,expensive,Barbecue restaurant
Biswambhar Mishra,We had a office colleagues reunion with family. My first experience of Barbeque Nation. We went to Nerul branch. We were 20 odd persons. Nice ambience. Appropriate Service. Nice starter spreads for both veg and non veg. Liked their beer …,5 stars,expensive,Barbecue restaurant
ajyothib A,"Awesome staff. Super quick service. Visited it for lunch on 13th nov.
Nilesh patil was taking care of our table . He was very attentive  and ensuring everything is as per our needs or not. The floor manager also was very good.
Food was nice and tasty. We liked the kulfi the most.",5 stars,expensive,Barbecue restaurant
Dinesh Makwana,We have done the booking online on 26th July 2022 and given advance payment and agreed discount amount of Rs.100 pp but during the bill it was not calculated and when we asked them then person told me this is computer error and the amount …,1 star,expensive,Barbecue restaurant
Ravina Jadhav,The grand buffet spread and the unlimited starters were awesome. The service provided was too good.,5 stars,expensive,Barbecue restaurant
Noel CHRISTIE,Awesome food...  Each and every thing was fabulous.... Super quick response and awesome staff..,4 stars,expensive,Barbecue restaurant
PHD,Great meals and sumptuous ..you wont regret,5 stars,expensive,Barbecue restaurant
Binoj Nair,"We had a memorable experience at BBQ nation, Nerul..Fine food and prompt service, the staff and manager were very welcoming and warm.. Mr.Dinesh Patil, who served us made our little toddler happy by serving him dishes with no spice just the way he prefers..Overall very pleasant experience and would recommend to everyone..",5 stars,expensive,Barbecue restaurant
Shaikh Qamarjahan,Amazing place...liked it...i experienced it for the first time,4 stars,expensive,Barbecue restaurant
shailesh dini,"Excellent service & really good food, a prefect place for dinning out.",5 stars,expensive,Barbecue restaurant
Ehtisham Deshmukh,Best for birthday parties and anniversaries.,5 stars,expensive,Barbecue restaurant
Reena Shinde,"I GOT THE WORST EXPERIENCE BBQ NERUL. I WENT FOR BIRTHDAY OF MY DAUGHTER, THEY TOLD THEY WILL CHARGE FULL FOR 10YR CHILD, IT WAS NOT SAME FOR CBD BELAPUR OUTLET... …",1 star,expensive,Barbecue restaurant
Ketan Ghotane,Tummy filling delicious food with great ambience,5 stars,expensive,Barbecue restaurant
munita jaiswar,Lalu and Rafik gave excellent service.  They were very humble. We tried giving them tip amount. But they refused taking it saying we don't take tip. Highly impressed with their gesture and honesty.,5 stars,expensive,Barbecue restaurant
Biraja Tripathy,Great place for starters. The kebabs are nice and hot. It’s unlimited so you need high appetite. Great place for small parties. Food is good too and good spread. Difficult to find a place on weekends so book in advance. Price has increased considerably over the years and is now at around 900 per person.,4 stars,expensive,Barbecue restaurant
Ajith Muhammed,The best buffet we have in Mumbai. Variety of starters and a decent main course with a very good dessert menu to end with. Service is awesome and ambience is too good. May it be a romantic date or a friendship reunion or a family get …,5 stars,expensive,Barbecue restaurant
Nik Klaus,BBQ is very nice. Staff is soo friendly and comfortable. Its very clean outside and even restrooms are clean. Manager is also nice and friendly. Best place for partying and family lunch and dinner. Kid place for kids too. Music and food …,5 stars,expensive,Barbecue restaurant
